#LineFullDataSet,Timestamp,AirHumidity,AirPressure,AirTemperature,GasCHRatio,GasCO2Concentration,GasEthaneConcentration,GasHexaneConcentration,GasHhvEnergy,GasIbutaneConcentration,GasIpentaneConcentration,GasLhvEnergy,GasMethaneConcentration,GasN2Concentration,GasNbutaneConcentration,GasNeopentaneConcentration,GasNpentaneConcentration,GasPropaneConcentration,GasRelativeDensity,GasWobbeInf,GasWobbeSup,GrossPower,GrossEfficiency
1238,2015-03-24 14:00:00,72.21076833,1012.679,26.004775,3.156921857,1.1059011429999999,4.443217,0.118973323,41.25822308,0.337877586,0.11368250699999999,37.48864615,87.06135,4.378494,0.434827979,0.0,0.100432486,1.899298071,0.6423963,46.51675929,51.45643714,532.7099532,55.69010609
1239,2015-03-24 15:00:00,73.26208000000001,1012.046111,26.11328333,3.157031,1.112379692,4.469580077,0.11679725699999999,41.24967333,0.33677793100000003,0.11339140800000001,37.48898,87.02790846,4.375355231,0.43612349200000006,0.0,0.10017277699999999,1.896709154,0.642515469,46.50925846,51.44803154,575.2044565,56.05374302
1240,2015-03-24 16:00:00,72.72497,1011.914778,25.868492,3.1562737139999997,1.112090857,4.437681714,0.11483036,41.21398286,0.333287271,0.112005157,37.48939154,87.09928429,4.379180429,0.432599171,0.0,0.098833266,1.8914768569999998,0.6420933289999999,46.50688571,51.44269,459.9189238,54.45798303
1241,2015-03-24 17:00:00,73.82451,1012.259333,25.43330333,3.15592,1.149890857,4.451191768999999,0.11396012,41.19119923,0.332407454,0.110572515,37.48905,87.05829,4.368624231,0.43123496899999997,0.0,0.097279857,1.9006136919999999,0.642269369,46.46968769,51.405508000000005,459.58012980000007,53.8493402
1242,2015-03-24 18:00:00,74.25492,1012.6510000000001,25.11403636,3.15676,1.1929885709999999,4.4488061430000005,0.10728705,41.16880929,0.333997314,0.11110779300000001,37.48697308,86.92153,4.407987,0.433867557,0.0,0.097591389,1.9179073569999998,0.6428139429999999,46.43681071,51.36431071,589.4186517999999,55.50472095
1243,2015-03-24 19:00:00,74.68623249999999,1013.162333,24.967012,3.1557079289999996,1.163372143,4.430319846000001,0.109708662,41.19652071,0.333143623,0.111321836,37.31971733,87.06032182,4.357090714,0.432418646,0.0,0.098110781,1.901288286,0.642570646,46.46308692,51.41266714,578.1755448,57.3161003
1244,2015-03-24 20:00:00,74.38874,1013.2339999999999,24.85966333,3.1560190710000002,1.1385450000000001,4.438593571,0.11108019999999999,41.21551615,0.33066824300000003,0.10988226400000001,37.27242286,87.06985714,4.3629518460000005,0.428491257,0.0,0.097153919,1.914671714,0.642257243,46.48342571,51.41695286,569.7575747000001,57.02517405
1245,2015-03-24 21:00:00,74.07769,1013.534545,24.67882,3.158021857,1.1617307140000002,4.501534923,0.10998569999999999,41.26173571,0.3351655,0.111379536,37.29932,86.989124,4.342137286,0.43557399999999996,0.0,0.098353582,1.933927571,0.6429079000000001,46.49792,51.45604571,555.8698797999999,56.42658058
1246,2015-03-24 22:00:00,71.80808499999999,1013.253,24.779729999999997,3.160209286,1.251626214,4.609049692,0.10919325699999999,41.29061615,0.3399364,0.111417721,37.32876615,86.7360525,4.325317,0.4384903,0.0,0.097842464,1.964355286,0.6447301999999999,46.47112,51.44196929,615.9379144,56.82065404
1247,2015-03-24 23:00:00,70.9346,1012.5854,24.657120000000003,3.1616775,1.248664786,4.663901857,0.10868812300000001,41.31800846,0.344262657,0.1111569,37.34453538,86.71032,4.270826714,0.4425589,0.0,0.097289165,1.987379,0.645220314,46.54609429,51.442855,581.0801167000001,56.81633721
1248,2015-03-25 00:00:00,66.75347,1012.235667,25.61693857,3.160127692,1.203065,4.595356143,0.109961092,41.28241923,0.339636486,0.1112724,37.30978615,86.7789925,4.307287714,0.43695414299999996,0.0,0.097761524,1.956912769,0.6440316429999999,46.53181143,51.41953,500.07159749999994,54.5347925
1249,2015-03-25 01:00:00,63.43202105,1011.791,24.83940667,3.156311385,1.180415643,4.421868,0.116520446,41.179559999999995,0.333138,0.111675815,37.18864429,86.96020923,4.437396,0.431669743,0.0,0.09885842800000001,1.886017385,0.642924929,46.42045429,51.33852692,590.7241187999999,55.97922633
1250,2015-03-25 02:00:00,63.064240000000005,1011.09,24.42926,3.154558,1.1720895709999999,4.3817417139999995,0.11296407900000001,41.08951692,0.329284085,0.112166629,37.15747,86.95721333,4.531318499999999,0.429499685,0.0,0.099565414,1.8540915,0.642373954,46.32957769,51.27705429,570.2212877999999,56.26089292
1251,2015-03-25 03:00:00,63.4838,1010.488,24.77648,3.1519958569999997,1.176092846,4.355542462,0.116946621,41.04439,0.32895303600000003,0.112717143,37.11203615,87.02477714,4.533930429,0.42825201399999996,0.0,0.10040974300000001,1.804550643,0.642268364,46.31536643,51.22196214,582.7000654,55.942246999999995
1252,2015-03-25 04:00:00,62.96386562,1010.441,25.249570000000002,3.153590143,1.183674077,4.350617286,0.118690167,41.07691846,0.329517285,0.11350965699999999,37.45396167,87.01370615,4.5191132860000005,0.427751146,0.0,0.101247857,1.826698357,0.642299223,46.32143615,51.24970786,635.0834764,56.69365413
1253,2015-03-25 05:00:00,63.11939312,1010.720667,24.0994,3.154555857,1.197961615,4.388914333,0.114094393,41.064659999999996,0.329920408,0.113433879,37.48522077,87.00727333,4.517478231,0.43371280799999995,0.0,0.100938279,1.8428023569999998,0.642444408,46.31939154,51.23947214,626.7448505,56.66615518
1254,2015-03-25 06:00:00,67.71557,1011.29725,23.8643,3.1547172310000002,1.209873857,4.4096565000000005,0.11088443099999999,41.09422615,0.333300392,0.113358646,37.20529833,86.89962077,4.513751308,0.438036831,0.0,0.100852731,1.848595538,0.6431048229999999,46.32144308,51.2428,570.7316639,56.82592418
1255,2015-03-25 07:00:00,62.26489763,1011.970375,24.52691333,3.153984615,1.1937030770000001,4.396279308,0.110457046,41.08135769,0.3325767,0.11183569199999999,37.13806615,86.93564308,4.521879,0.4380156,0.0,0.099538085,1.84497,0.6429047,46.33276,51.23950462,493.8654824,55.55903684
1256,2015-03-25 08:00:00,60.181565,1012.454,26.239155,3.1541855,1.1891228459999998,4.389214143,0.11050005,41.08780846,0.329356586,0.11176955,37.139775,86.994688,4.506986143,0.432131571,0.0,0.099470525,1.852182,0.642684157,46.32506286,51.249515,544.3094467,56.02345546
1257,2015-03-25 09:00:00,66.88368,1013.1685,26.2283,3.155472154,1.193093,4.4001298460000005,0.110182585,41.1155625,0.332035285,0.11310256199999999,37.16769462,86.90523231,4.495410154,0.43600974600000003,0.0,0.100560292,1.8736759230000002,0.6430208620000001,46.34287231,51.26899462,524.9128327,55.06943539
1258,2015-03-25 10:00:00,70.00144667,1013.6389999999999,26.405170000000002,3.156136154,1.207957308,4.399507462,0.11054429199999999,41.11266077,0.333681615,0.113318377,37.16859308,86.92475999999999,4.493284308,0.43745784600000004,0.0,0.10059207699999999,1.887856231,0.643199985,46.33829846,51.28077615,543.1814154,56.07678472
1259,2015-03-25 11:00:00,68.06098,1013.4555,27.088215,3.1552883080000003,1.199724214,4.388881,0.11171480800000001,41.11426692,0.333731985,0.112036477,37.16343333,86.97601786,4.477528615,0.434849169,0.0,0.099341098,1.8783824619999998,0.6427870920000001,46.35287692,51.29188077,641.8564611,57.28625600000001
1260,2015-03-25 12:00:00,66.78421,1012.322,26.86849,3.1550012310000004,1.1934357690000001,4.425083154,0.11074849999999999,41.0954825,0.332350231,0.111202662,37.14918769,86.98655214,4.454342154,0.430446331,0.0,0.09847525,1.876000615,0.642335077,46.36518385,51.30595462,653.4953562999999,57.47921601
1261,2015-03-25 13:00:00,63.39699,1011.5812,27.348090000000003,3.153656143,1.189189,4.415798071,0.10554339199999999,41.09133769,0.32957371399999996,0.108745757,37.142025,87.00995462,4.442502571,0.4257433,0.0,0.096039826,1.862818286,0.642041271,46.36301429,51.30028714,619.2530154,57.275409100000005
1262,2015-03-25 14:00:00,64.47573,1011.156308,26.83232667,3.153009857,1.182389923,4.401129308,0.103407308,41.102565000000006,0.326462831,0.10775764300000001,37.14805308,87.04965,4.440347538,0.42222139200000003,0.0,0.09492017400000001,1.855993714,0.641800115,46.36179231,51.29797286,660.4457318,57.2735595
1263,2015-03-25 15:00:00,66.33632,1010.6669999999999,26.723090000000003,3.153288538,1.184034385,4.400727462,0.10589739999999999,41.10152923,0.325233757,0.10837083800000001,37.14711333,87.06674769,4.439557071,0.422448679,0.0,0.09547207099999999,1.855483385,0.641742614,46.36403357,51.29769538,619.66437,57.29953617
1264,2015-03-25 16:00:00,59.44010333,1010.799,27.73872,3.1526389999999997,1.216662909,4.393795455,0.10237290800000001,41.104915000000005,0.327992031,0.10820076199999999,37.15353308,87.06132,4.449127923,0.427741215,0.0,0.095154042,1.852094769,0.6420538379999999,46.35331615,51.28313385,583.4320045,56.54613664
